sentence,explicitness
"Our bond of prestige, Padre Sibyla, is about worn out, so let’s prepare another, the bond of gratitude, for example.", 1
"Let’s not be fools, let’s do as the crafty Jesuits—”", 1
"“Padre Fernandez!”", 1
"Anything could be tolerated by Padre Sibyla except to propose the Jesuits to him as a model.", 1
"Pale and trembling, he broke out into bitter recrimination.", 1
"“A Franciscan first!", 1
"Anything before a Jesuit!”", 1
"He was beside himself.", 1
"“Oh, oh!”", 1
"“Eh, Padre—”", 1
"A general discussion broke out, regardless of the Captain-General.", 1
"All talked at once, they yelled, they misunderstood and contradicted one another.", 1
"Ben-Zayb and Padre Camorra shook their fists in each other’s faces, one talking of simpletons and the other of ink-slingers, Padre Sibyla kept harping on the Capitulum, and Padre Fernandez on the Summa of St. Thomas, until the curate of Los Baños entered to announce that breakfast was served.", 1
"His Excellency arose and so ended the discussion.", 1
"“Well, gentlemen,” he said, “we’ve worked like niggers and yet we’re on a vacation.", 1
"Some one has said that grave matters should be considered at dessert.", 1
"I’m entirely of that opinion.”", 1
"“We might get indigestion,” remarked the secretary, alluding to the heat of the discussion.", 3
"“Then we’ll lay it aside until tomorrow.”", 1
"As they rose the high official whispered to the General, “Your Excellency, the daughter of Cabesang Tales has been here again begging for the release of her sick grandfather, who was arrested in place of her father.”", 1
"His Excellency looked at him with an expression of impatience and rubbed his hand across his broad forehead.", 1
"“Carambas! Can’t one be left to eat his breakfast in peace?”", 1
"“This is the third day she has come.", 1
"She’s a poor girl—”", 1
"“Oh, the devil!” exclaimed Padre Camorra.", 1
"“I’ve just thought of it.", 1
"I have something to say to the General about that—that’s what I came over for—to support that girl’s petition.”", 1
"The General scratched the back of his ear and said, “Oh, go along!", 1
"Have the secretary make out an order to the lieutenant of the Civil Guard for the old man’s release.", 1
"They sha’n’t say that we’re not clement and merciful.”", 3
"He looked at Ben-Zayb.", 1
"The journalist winked.", 1
"Reluctantly, and almost with tearful eyes, Placido Penitente was going along the Escolta on his way to the University of Santo Tomas.", 1
"It had hardly been a week since he had come from his town, yet he had already written to his mother twice, reiterating his desire to abandon his studies and go back there to work.", 1
"His mother answered that he should have patience, that at the least he must be graduated as a bachelor of arts, since it would be unwise to desert his books after four years of expense and sacrifices on both their parts.", 1
"Whence came to Penitente this aversion to study, when he had been one of the most diligent in the famous college conducted by Padre Valerio in Tanawan?", 3
"There Penitente had been considered one of the best Latinists and the subtlest disputants, one who could tangle or untangle the simplest as well as the most abstruse questions.", 1
"His townspeople considered him very clever, and his curate, influenced by that opinion, already classified him as a filibuster—a sure proof that he was neither foolish nor incapable.", 3
"His friends could not explain those desires for abandoning his studies and returning: he had no sweethearts, was not a gambler, hardly knew anything about hunkían and rarely tried his luck at the more familiar revesino.", 1
"He did not believe in the advice of the curates, laughed at Tandang Basio Macunat, had plenty of money and good clothes, yet he went to school reluctantly and looked with repugnance on his books.", 1
"On the Bridge of Spain, a bridge whose name alone came from Spain, since even its ironwork came from foreign countries, he fell in with the long procession of young men on their way to the Walled City to their respective schools.", 3
"Some were dressed in the European fashion and walked rapidly, carrying books and notes, absorbed in thoughts of their lessons and essays—these were the students of the Ateneo.", 1
"Those from San Juan de Letran were nearly all dressed in the Filipino costume, but were more numerous and carried fewer books.", 1
"Those from the University are dressed more carefully and elegantly and saunter along carrying canes instead of books.", 1
"The collegians of the Philippines are not very noisy or turbulent.", 1
"They move along in a preoccupied manner, such that upon seeing them one would say that before their eyes shone no hope, no smiling future.", 1
"Placido was proceeding along the Paseo de Magallanes toward the breach—formerly the gate—of Santo Domingo, when he suddenly felt a slap on the shoulder, which made him turn quickly in ill humor.", 1
"“Hello, Penitente! Hello, Penitente!”", 1
"It was his schoolmate Juanito Pelaez, the barbero or pet of the professors, as big a rascal as he could be, with a roguish look and a clownish smile.", 3
"The son of a Spanish mestizo—a rich merchant in one of the suburbs, who based all his hopes and joys on the boy’s talent—he promised well with his roguery, and, thanks to his custom of playing tricks on every one and then hiding behind his companions, he had acquired a peculiar hump, which grew larger whenever he was laughing over his deviltry.", 1
"“What kind of time did you have, Penitente?” was his question as he again slapped him on the shoulder.", 1
"“So, so,” answered Placido, rather bored.", 1
"“And you?”", 1
